method ConCaseRatio nmatch exptype beta ncov pfail bias bias.SE MSE MSE.se cover cover.se test.rej test.rej.se
CLR 4 40 continuous 1.5 0 0 0.0567479032848771 0.00322436933939733 0.107175504338049 0.0021133303424507 0.9464 0.0022522664140816 1 0
CLR 1 50 continuous 1.5 0 5e-04 0.154799505105831 0.00586020283413746 0.367176607489795 0.0168132230251865 0.946773386693347 0.00224541199599798 1 0
CLR 4 50 continuous 1.5 0 0 0.0421667328252267 0.00282429068801823 0.0815362356435291 0.00155584851726084 0.9482 0.00221623013245466 1 0
CLR 1 10 binary0.05 1.5 0 0.7715 -1.20064513549936 0.0111510421939389 1.72555441615142 0.0270172512686269 0.988621444201313 0.00221878633675039 0.000437636761487965 0.00043754098804082
CLR 4 10 binary0.05 1.5 0 0.2417 8.71084297154501 0.175979503343165 310.684117670667 6.16310687933074 0.998549386786232 0.000437058993467121 0.11235658710273 0.00362658623386219
CLR 1 20 binary0.05 1.5 0 0.4808 3.11350804274471 0.154735421947912 133.982309063062 5.2747316816158 0.972072419106317 0.00228664437798813 0.0371725731895223 0.00262553732823205
CLR 4 20 binary0.05 1.5 0 0.0391 2.68876314950656 0.0966068388903741 96.8997710004587 3.38635410818982 0.957019460922052 0.00206898440440206 0.380372567384743 0.00495257220230801
CLR 1 30 binary0.05 1.5 0 0.3387 1.78607743350388 0.106712157524592 78.4841205326887 3.66955716300065 0.970361409345229 0.00208543314266493 0.169968244367156 0.0046188300956277
CLR 4 30 binary0.05 1.5 0 0.0074 0.786348037779926 0.0527811298729978 28.2678813679226 1.83974845353506 0.951742897441064 0.00215106388148744 0.525085633689301 0.00501228302860242
CLR 1 40 binary0.05 1.5 0 0.2438 1.00989225755537 0.0766562330530645 45.4496647280329 2.64395859953988 0.968130124305739 0.00201994114302942 0.326500925681037 0.00539252756189039
CLR 4 40 binary0.05 1.5 0 0.0011 0.277607581220098 0.0308123699109163 9.55969453874797 1.05835083922447 0.944438882771048 0.00229198308310092 0.657623385724297 0.00474766059618115
CLR 1 50 binary0.05 1.5 0 0.1792 0.388462876279355 0.04790146537353 18.98227841538 1.65159518422721 0.970638401559454 0.00186337347146175 0.482212475633528 0.00551539140903417
CLR 4 50 binary0.05 1.5 0 4e-04 0.0855171054593657 0.0166046285525972 2.76307150057655 0.541090022930445 0.942376950780312 0.00233075874263251 0.737995198079232 0.00439813210300929
CLR 1 10 binary0.1 1.5 0 0.6003 -0.93440673621959 0.00997616977743622 1.27081370655176 0.0219843783730057 0.977483112334251 0.00234661443538998 0.00725544158118589 0.00134240514593913
CLR 4 10 binary0.1 1.5 0 0.1271 1.75895589542779 0.0851801327654936 66.4212828387042 2.97313030561738 0.98476343223737 0.00131107423759433 0.271967006529958 0.00476267991075457
CLR 1 20 binary0.1 1.5 0 0.3182 -0.302757811024249 0.0250716008832094 4.3767274017998 0.818776614083206 0.964505720152537 0.00224079996956535 0.217072455265474 0.00499269052736474
CLR 4 20 binary0.1 1.5 0 0.0105 0.375471583582125 0.0362196786324733 13.1205724097288 1.2499398977788 0.953309752400202 0.00212090984077353 0.578271854471956 0.00496448749710335
CLR 1 30 binary0.1 1.5 0 0.1793 -0.132842844096148 0.0094481428338278 0.750175530314574 0.210116549822616 0.970756671134397 0.00185984340607518 0.487754356037529 0.00551756551454129
CLR 4 30 binary0.1 1.5 0 9e-04 0.117808354496821 0.0193559558496762 3.7566625466669 0.645515173196542 0.945150635572015 0.00227788521438813 0.739165248723851 0.00439287673508995
CLR 1 40 binary0.1 1.5 0 0.1059 -0.0257584899850208 0.00691490966220719 0.428138321996501 0.00552410151389452 0.971479700257242 0.00176035744117376 0.640867911866682 0.00507362449528001
CLR 4 40 binary0.1 1.5 0 0 0.0258144063296865 0.00638930576460612 0.408857841882289 0.1242456473978 0.9485 0.00221015270965605 0.8491 0.00357951379379938
CLR 1 50 binary0.1 1.5 0 0.0578 0.0574151115533307 0.00654218777496203 0.406517375972123 0.00527092500834846 0.974527701125027 0.00162315358467247 0.760878794311187 0.0043943559867381
CLR 4 50 binary0.1 1.5 0 0 0.0169967424285701 0.00463279412799723 0.214895240795807 0.0034174835230357 0.9466 0.0022482980229498 0.9217 0.00268643090363404
CLR 1 10 binary0.2 1.5 0 0.4342 -0.642958725554966 0.00884257187717038 0.855722847635607 0.0170182881743034 0.964651820431248 0.00245492002685816 0.0613290915517851 0.0031897634210761
CLR 4 10 binary0.2 1.5 0 0.058 0.636497534740457 0.0505434249657846 24.4672626184248 1.75679373459657 0.965392781316348 0.0018832584327956 0.429299363057325 0.00509986698898091
CLR 1 20 binary0.2 1.5 0 0.1919 -0.15004353372124 0.0072937915811071 0.452364178690888 0.00752631258841412 0.969434475931197 0.00191488457192514 0.474569978963 0.00555488431595567
CLR 4 20 binary0.2 1.5 0 0.0032 0.108731141607903 0.0164092466873366 2.69557053817813 0.533272844820926 0.948936597110754 0.00220480131843977 0.727427768860353 0.00445996784712084
